Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
MEIM.S2WA,2011.09,301.941142,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2011.10,288.432315,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2011.11,327.661209,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2011.12,346.012719,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2012.01,327.737771,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2012.02,328.706467,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2012.03,329.831482,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2012.04,316.674119,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2012.05,329.232809,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2012.06,290.155187,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2012.07,311.600895,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2012.08,328.901425,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2012.09,309.841275,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2012.10,328.685964,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2012.11,335.999341,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2012.12,374.78425,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2013.01,344.147796,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2013.02,328.632426,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2013.03,339.859343,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2013.04,320.628155,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2013.05,332.004793,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2013.06,300.278394,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2013.07,329.465575,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2013.08,320.981865,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2013.09,323.165085,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2013.10,350.914282,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2013.11,347.520847,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2013.12,413.282185,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2014.01,367.230663,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2014.02,366.992618,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2014.03,376.972325,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2014.04,366.669612,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2014.05,355.510771,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2014.06,343.647809,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2014.07,365.857664,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2014.08,351.024456,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2014.09,355.73826,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2014.10,374.589424,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2014.11,374.318828,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2014.12,442.79271,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2015.01,387.059131,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2015.02,377.930937,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2015.03,401.856966,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2015.04,388.090115,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2015.05,362.529388,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2015.06,353.299915,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2015.07,370.901566,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2015.08,356.007099,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2015.09,364.660205,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2015.10,361.662375,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2015.11,391.256018,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2015.12,463.411215,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2016.01,394.769604,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2016.02,387.267812,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2016.03,425.308933,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2016.04,371.639186,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2016.05,382.565062,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2016.06,368.250254,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2016.07,354.455162,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2016.08,382.395864,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2016.09,370.24752,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2016.10,370.583939,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2016.11,420.484639,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2016.12,442.050132,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2017.01,416.736098,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2017.02,386.027203,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2017.03,428.434032,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2017.04,386.989638,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2017.05,414.844831,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2017.06,370.548884,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2017.07,373.262519,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2017.08,412.557228,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2017.09,383.172743,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2017.10,410.652127,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2017.11,449.955996,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2017.12,474.167727,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2018.01,451.41459,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2018.02,409.795789,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2018.03,439.823401,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2018.04,427.094307,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2018.05,441.580839,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2018.06,386.552002,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2018.07,414.83421,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2018.08,435.900637,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2018.09,413.639607,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2018.10,461.045651,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2018.11,451.685836,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2018.12,518.784362,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2019.01,477.253142,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2019.02,435.628801,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2019.03,448.713871,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2019.04,448.446953,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2019.05,468.319601,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2019.06,399.207956,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2019.07,446.358754,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2019.08,422.481533,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2019.09,425.249566,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2019.10,471.020105,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2019.11,453.517026,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2019.12,551.347677,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2020.01,477.091259,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2020.02,444.17034,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2020.03,478.576245,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2020.04,458.80137,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2020.05,431.227065,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2020.06,443.150535,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2020.07,477.977972,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2020.08,442.676949,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2020.09,484.441287,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2020.10,448.576769,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2020.11,484.754257,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2020.12,592.756596,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2021.01,472.685213,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2021.02,469.237459,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2021.03,571.462396,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2021.04,489.634664,,P,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2021.05,468.643048,,P,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WA,2021.06,495.877852,,P,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Actual,,
MEIM.S2WS,1999.04,134.059624,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,1999.05,132.655228,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,1999.06,133.586223,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,1999.07,133.353535,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,1999.08,134.157078,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,1999.09,140.002206,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,1999.10,138.288233,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,1999.11,138.83784,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,1999.12,145.175759,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2000.01,135.059628,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2000.02,144.786475,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2000.03,153.592914,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2000.04,142.617258,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2000.05,146.780092,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2000.06,146.408499,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2000.07,146.598434,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2000.08,150.029197,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2000.09,146.31513,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2000.10,149.768969,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2000.11,154.30491,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2000.12,152.889409,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2001.01,155.756991,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2001.02,155.265262,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2001.03,161.822648,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2001.04,160.990004,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2001.05,163.663798,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2001.06,166.494147,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2001.07,166.743791,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2001.08,172.092461,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2001.09,170.945692,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2001.10,174.934617,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2001.11,176.063031,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2001.12,173.408724,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2002.01,179.365721,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2002.02,184.995089,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2002.03,183.160109,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2002.04,185.10184,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2002.05,201.86473,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2002.06,183.235945,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2002.07,191.066545,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2002.08,189.80295,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2002.09,193.655456,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2002.10,194.852095,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2002.11,187.198149,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2002.12,196.863179,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2003.01,197.233037,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2003.02,193.484171,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2003.03,195.130724,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2003.04,199.051047,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2003.05,196.515253,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2003.06,197.117809,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2003.07,201.350266,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2003.08,195.737815,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2003.09,197.48409,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2003.10,199.882662,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2003.11,199.781372,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2003.12,206.343772,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2004.01,202.138828,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2004.02,205.2741,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2004.03,208.371821,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2004.04,212.484875,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2004.05,205.964328,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2004.06,213.358265,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2004.07,211.057589,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2004.08,208.166165,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2004.09,215.762817,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2004.10,202.17396,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2004.11,214.127932,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2004.12,215.244774,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2005.01,214.27979,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2005.02,215.171492,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2005.03,219.772603,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2005.04,215.850075,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2005.05,220.874559,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2005.06,223.135236,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2005.07,219.599137,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2005.08,225.681602,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2005.09,226.845117,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2005.10,222.50705,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2005.11,230.900522,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2005.12,227.800293,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
MEIM.S2WS,2006.01,226.788018,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Primary industries,Seasonally adjusted,,
